ticker,timestamp,last_processing_date,total_score,environment_score,social_score,governance_score,rating
CMI,2020-03-01,2025-03-14,18.82,3.35,9.11,6.36,B
CMI,2020-07-01,2025-03-14,19.1,3.46,9.28,6.36,B
CMI,2020-08-01,2025-03-14,19.11,3.46,9.28,6.37,B
CMI,2020-10-01,2025-03-14,17.83,3.72,8.17,5.95,B
CMI,2021-01-01,2025-03-14,17.83,3.72,8.17,5.95,B
CMI,2021-02-01,2025-03-14,17.83,3.72,8.17,5.95,B
CMI,2021-03-01,2025-03-14,17.83,3.72,8.17,5.95,B
CMI,2021-05-01,2025-03-14,17.83,3.72,8.17,5.95,B
CMI,2021-09-01,2025-03-14,19.36,5.8,7.5,6.06,B
CMI,2022-02-01,2025-03-14,19.36,5.8,7.5,6.06,B
CMI,2022-05-01,2025-03-14,19.36,5.8,7.5,6.06,B
CMI,2022-08-01,2025-03-14,19.36,5.8,7.5,6.06,B
CMI,2023-09-01,2025-03-14,19.3,5.62,7.74,5.94,B
CMI,2024-11-01,2025-03-14,18.77,5.8,8.02,4.95,B
CMI,2024-12-01,2025-03-14,22.82,9.9,8.15,4.76,C
CMI,2025-01-01,2025-03-14,22.82,9.9,8.15,4.76,C
CMI,2025-02-01,2025-03-14,22.82,9.9,8.15,4.76,C
CMI,2025-03-01,2025-03-14,22.82,9.9,8.15,4.76,C
CVS,2020-01-01,2025-03-14,20.39,2.91,12.08,5.41,C
CVS,2020-02-01,2025-03-14,20.39,2.91,12.08,5.41,C
CVS,2020-03-01,2025-03-14,20.39,2.91,12.08,5.41,C
CVS,2020-07-01,2025-03-14,20.7,2.99,12.32,5.39,C
CVS,2020-08-01,2025-03-14,20.6,2.92,12.45,5.23,C
CVS,2020-10-01,2025-03-14,20.23,2.92,12.06,5.25,C
CVS,2021-01-01,2025-03-14,20.97,3.13,13.07,4.77,C
CVS,2021-02-01,2025-03-14,20.97,3.13,13.07,4.77,C
CVS,2021-03-01,2025-03-14,20.97,3.13,13.07,4.77,C
CVS,2021-05-01,2025-03-14,20.88,3.04,13.07,4.77,C
CVS,2021-09-01,2025-03-14,22.86,0.03,16.39,6.44,C
CVS,2022-02-01,2025-03-14,22.86,0.03,16.39,6.44,C
CVS,2022-05-01,2025-03-14,22.86,0.03,16.39,6.44,C
CVS,2022-08-01,2025-03-14,22.86,0.03,16.39,6.44,C
CVS,2023-09-01,2025-03-14,21.97,0.03,15.76,6.17,C
CVS,2024-11-01,2025-03-14,18.27,0.07,13.22,4.99,B
CVS,2024-12-01,2025-03-14,18.27,0.07,13.22,4.99,B
CVS,2025-01-01,2025-03-14,18.27,0.07,13.22,4.99,B
CVS,2025-02-01,2025-03-14,18.27,0.07,13.22,4.99,B
CVS,2025-03-01,2025-03-14,18.27,0.07,13.22,4.99,B
DHI,2020-01-01,2025-03-14,20.88,7.52,7.47,5.89,C
DHI,2020-02-01,2025-03-14,20.88,7.52,7.47,5.89,C
DHI,2020-03-01,2025-03-14,20.88,7.52,7.47,5.89,C
DHI,2020-07-01,2025-03-14,21.07,7.52,7.47,6.08,C
DHI,2020-08-01,2025-03-14,21.07,7.52,7.47,6.08,C
DHI,2020-10-01,2025-03-14,21.5,7.97,7.42,6.1,C
DHI,2021-01-01,2025-03-14,21.5,7.97,7.42,6.1,C
DHI,2021-02-01,2025-03-14,21.5,7.97,7.42,6.1,C
DHI,2021-03-01,2025-03-14,21.5,7.97,7.42,6.1,C
DHI,2021-05-01,2025-03-14,22.87,9.34,7.13,6.4,C
DHI,2021-09-01,2025-03-14,22.55,9.34,7.19,6.02,C
DHI,2022-02-01,2025-03-14,22.55,9.34,7.19,6.02,C
DHI,2022-05-01,2025-03-14,22.55,9.34,7.19,6.02,C
DHI,2022-08-01,2025-03-14,22.06,9.35,6.66,6.05,C
DHI,2023-01-01,2025-03-14,21.74,9.35,6.66,5.74,C
DHI,2023-09-01,2025-03-14,21.03,8.71,6.66,5.66,C
DHI,2024-11-01,2025-03-14,21.64,9.99,6.44,5.21,C
DHI,2024-12-01,2025-03-14,21.64,9.99,6.44,5.21,C
DHI,2025-01-01,2025-03-14,21.64,9.99,6.44,5.21,C
DHI,2025-02-01,2025-03-14,21.64,9.99,6.44,5.21,C
DHI,2025-03-01,2025-03-14,21.64,9.99,6.44,5.21,C
DHR,2020-01-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2020-02-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2020-03-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2020-07-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2020-08-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2020-10-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2021-01-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2021-02-01,2025-03-14,32.72,4.63,18.23,9.86,D
DHR,2021-03-01,2025-03-14,32.69,4.74,18.08,9.86,D
DHR,2021-05-01,2025-03-14,17.84,1.38,9.76,6.7,B
DHR,2021-09-01,2025-03-14,17.73,1.38,9.76,6.59,B
DHR,2022-02-01,2025-03-14,17.73,1.38,9.76,6.59,B
DHR,2022-05-01,2025-03-14,17.73,1.38,9.76,6.59,B
DHR,2022-08-01,2025-03-14,11.73,1.35,5.16,5.22,B
DHR,2023-09-01,2025-03-14,11.86,1.35,5.16,5.35,B
DHR,2024-11-01,2025-03-14,10.47,1.36,4.31,4.8,B
DHR,2024-12-01,2025-03-14,8.52,0.99,3.32,4.21,A
DHR,2025-01-01,2025-03-14,8.52,0.99,3.32,4.21,A
DHR,2025-02-01,2025-03-14,8.52,0.99,3.32,4.21,A
DHR,2025-03-01,2025-03-14,8.52,0.99,3.32,4.21,A
DRI,2020-01-01,2025-03-14,22.35,5.93,11.85,4.56,C
DRI,2020-02-01,2025-03-14,22.35,5.93,11.85,4.56,C
DRI,2020-03-01,2025-03-14,22.35,5.93,11.85,4.56,C
DRI,2020-07-01,2025-03-14,22.18,5.93,11.85,4.39,C
DRI,2020-08-01,2025-03-14,22.18,5.93,11.85,4.39,C
DRI,2020-10-01,2025-03-14,22.2,5.93,11.85,4.42,C
DRI,2021-01-01,2025-03-14,22.2,5.93,11.85,4.42,C
DRI,2021-02-01,2025-03-14,22.2,5.93,11.85,4.42,C
DRI,2021-03-01,2025-03-14,22.2,5.93,11.85,4.42,C
DRI,2021-05-01,2025-03-14,26.21,8.15,13.34,4.73,C
DRI,2021-09-01,2025-03-14,26.21,8.15,13.34,4.73,C
DRI,2022-02-01,2025-03-14,25.98,8.15,13.34,4.49,C
DRI,2022-05-01,2025-03-14,25.98,8.15,13.34,4.49,C
DRI,2022-08-01,2025-03-14,28.06,8.43,15.0,4.63,C
DRI,2023-01-01,2025-03-14,27.99,8.43,15.0,4.57,C
DRI,2023-09-01,2025-03-14,27.47,7.92,15.0,4.55,C
DRI,2024-11-01,2025-03-14,27.46,10.96,12.77,3.73,C
DRI,2024-12-01,2025-03-14,27.46,10.96,12.77,3.73,C
DRI,2025-01-01,2025-03-14,27.46,10.96,12.77,3.73,C
DRI,2025-02-01,2025-03-14,27.46,10.96,12.77,3.73,C
DRI,2025-03-01,2025-03-14,27.69,11.69,11.91,4.1,C
DVA,2020-01-01,2025-03-14,21.02,0.1,11.79,9.13,C
DVA,2020-02-01,2025-03-14,21.02,0.1,11.79,9.13,C
DVA,2020-03-01,2025-03-14,20.66,0.1,11.79,8.78,C
DVA,2020-07-01,2025-03-14,20.66,0.1,11.79,8.78,C
DVA,2020-08-01,2025-03-14,20.66,0.1,11.79,8.78,C
DVA,2020-10-01,2025-03-14,20.57,0.1,11.68,8.8,C
DVA,2021-01-01,2025-03-14,21.4,0.09,12.53,8.79,C
DVA,2021-02-01,2025-03-14,21.4,0.09,12.53,8.79,C
DVA,2021-03-01,2025-03-14,21.4,0.09,12.53,8.79,C
DVA,2021-05-01,2025-03-14,21.4,0.09,12.53,8.79,C
DVA,2021-09-01,2025-03-14,21.48,0.09,12.53,8.87,C
DVA,2022-02-01,2025-03-14,21.55,0.09,12.53,8.94,C
DVA,2022-05-01,2025-03-14,22.72,0.07,14.08,8.57,C
DVA,2022-08-01,2025-03-14,22.72,0.07,14.08,8.57,C
DVA,2023-01-01,2025-03-14,22.56,0.07,14.08,8.42,C
DVA,2023-09-01,2025-03-14,22.56,0.07,14.08,8.42,C
DVA,2024-11-01,2025-03-14,21.78,0.07,14.44,7.27,C
DVA,2024-12-01,2025-03-14,21.78,0.07,14.44,7.27,C
DVA,2025-01-01,2025-03-14,21.78,0.07,14.44,7.27,C
DVA,2025-02-01,2025-03-14,21.78,0.07,14.44,7.27,C
DVA,2025-03-01,2025-03-14,21.78,0.07,14.44,7.27,C
DE,2020-01-01,2025-03-14,18.94,4.3,11.15,3.49,B
DE,2020-02-01,2025-03-14,17.76,4.53,9.75,3.48,B
DE,2020-03-01,2025-03-14,17.76,4.53,9.75,3.48,B
DE,2020-07-01,2025-03-14,17.77,4.54,9.75,3.48,B
DE,2020-08-01,2025-03-14,18.22,4.54,9.75,3.92,B
DE,2020-10-01,2025-03-14,18.31,4.39,9.97,3.95,B
DE,2021-01-01,2025-03-14,18.3,4.39,9.97,3.95,B
DE,2021-02-01,2025-03-14,17.71,4.39,9.38,3.95,B
DE,2021-03-01,2025-03-14,17.89,4.39,9.56,3.95,B
DE,2021-05-01,2025-03-14,16.72,3.78,9.24,3.7,B
DE,2022-02-01,2025-03-14,16.87,3.78,9.4,3.7,B
DE,2022-05-01,2025-03-14,17.18,4.08,9.41,3.7,B
DE,2022-08-01,2025-03-14,16.64,3.19,6.9,6.55,B
DE,2023-09-01,2025-03-14,19.95,2.67,10.79,6.49,B
DE,2024-11-01,2025-03-14,16.33,2.45,9.18,4.7,B
DE,2024-12-01,2025-03-14,16.33,2.45,9.18,4.7,B
DE,2025-01-01,2025-03-14,16.33,2.45,9.18,4.7,B
DE,2025-02-01,2025-03-14,16.2,2.45,9.05,4.7,B
DE,2025-03-01,2025-03-14,16.2,2.45,9.05,4.7,B
DAL,2020-01-01,2025-03-14,25.85,8.74,11.79,5.33,C
DAL,2020-02-01,2025-03-14,25.89,8.74,11.79,5.37,C
DAL,2020-03-01,2025-03-14,25.89,8.74,11.79,5.37,C
DAL,2020-07-01,2025-03-14,23.82,8.3,10.84,4.68,C
DAL,2020-08-01,2025-03-14,23.82,8.3,10.84,4.68,C
DAL,2020-10-01,2025-03-14,23.84,8.3,10.84,4.7,C
DAL,2021-01-01,2025-03-14,23.91,8.3,10.84,4.77,C
DAL,2021-02-01,2025-03-14,23.91,8.3,10.84,4.77,C
DAL,2021-03-01,2025-03-14,24.41,8.18,11.64,4.6,C
DAL,2021-05-01,2025-03-14,24.41,8.18,11.64,4.6,C
DAL,2021-09-01,2025-03-14,26.46,9.48,11.83,5.15,C
DAL,2022-02-01,2025-03-14,26.46,9.48,11.83,5.15,C
DAL,2022-05-01,2025-03-14,26.46,9.48,11.83,5.15,C
DAL,2022-08-01,2025-03-14,26.13,9.52,11.46,5.15,C
DAL,2023-09-01,2025-03-14,30.26,9.88,14.57,5.8,D
DAL,2024-11-01,2025-03-14,30.38,11.38,13.88,5.12,D
DAL,2024-12-01,2025-03-14,30.38,11.38,13.88,5.12,D
DAL,2025-01-01,2025-03-14,30.38,11.38,13.88,5.12,D
DAL,2025-02-01,2025-03-14,30.38,11.38,13.88,5.12,D
DAL,2025-03-01,2025-03-14,30.45,11.38,13.88,5.19,D
XRAY,2020-01-01,2025-03-14,20.26,3.15,10.51,6.59,C
XRAY,2020-02-01,2025-03-14,20.43,3.15,10.51,6.76,C
XRAY,2020-03-01,2025-03-14,20.43,3.15,10.51,6.76,C
XRAY,2020-07-01,2025-03-14,20.48,3.15,10.57,6.76,C
XRAY,2020-08-01,2025-03-14,20.48,3.15,10.57,6.76,C
XRAY,2020-10-01,2025-03-14,20.5,3.15,10.57,6.79,C
XRAY,2021-01-01,2025-03-14,20.09,3.15,10.42,6.52,C
XRAY,2021-02-01,2025-03-14,20.07,3.15,10.42,6.51,C
XRAY,2021-03-01,2025-03-14,20.07,3.15,10.42,6.51,C
XRAY,2021-05-01,2025-03-14,20.07,3.15,10.42,6.51,C
XRAY,2021-09-01,2025-03-14,20.07,3.15,10.42,6.51,C
XRAY,2022-02-01,2025-03-14,20.12,3.15,10.42,6.55,C
XRAY,2022-05-01,2025-03-14,15.92,2.21,6.88,6.83,B
XRAY,2022-08-01,2025-03-14,16.03,2.21,6.86,6.96,B
XRAY,2023-01-01,2025-03-14,15.78,2.21,6.86,6.71,B
XRAY,2023-09-01,2025-03-14,14.88,2.11,6.46,6.31,B
XRAY,2024-10-01,2025-03-14,12.11,2.29,5.36,4.45,B
XRAY,2024-11-01,2025-03-14,12.11,2.29,5.36,4.45,B
XRAY,2024-12-01,2025-03-14,12.11,2.29,5.36,4.45,B
XRAY,2025-01-01,2025-03-14,12.11,2.29,5.36,4.45,B
XRAY,2025-02-01,2025-03-14,12.11,2.29,5.36,4.45,B
XRAY,2025-03-01,2025-03-14,12.11,2.29,5.36,4.45,B
DVN,2020-01-01,2025-03-14,34.16,16.88,11.15,6.13,D
DVN,2020-02-01,2025-03-14,34.16,16.88,11.15,6.13,D
DVN,2020-03-01,2025-03-14,34.42,17.14,11.15,6.13,D
DVN,2020-07-01,2025-03-14,33.25,17.47,8.68,7.1,D
DVN,2020-08-01,2025-03-14,33.25,17.47,8.68,7.1,D
DVN,2020-10-01,2025-03-14,33.51,17.7,8.68,7.12,D
DVN,2021-01-01,2025-03-14,33.89,17.7,8.68,7.51,D
DVN,2021-02-01,2025-03-14,33.89,17.7,8.68,7.51,D
DVN,2021-03-01,2025-03-14,33.89,17.7,8.68,7.51,D
DVN,2021-05-01,2025-03-14,31.73,15.54,8.68,7.51,D
DVN,2021-09-01,2025-03-14,31.67,15.61,8.32,7.74,D
DVN,2022-02-01,2025-03-14,34.41,17.74,8.97,7.7,D
DVN,2022-05-01,2025-03-14,34.39,17.75,8.78,7.86,D
DVN,2022-08-01,2025-03-14,34.64,18.0,8.78,7.86,D
DVN,2023-01-01,2025-03-14,36.69,20.71,8.15,7.83,D
DVN,2023-09-01,2025-03-14,33.76,17.67,8.56,7.53,D
DVN,2024-11-01,2025-03-14,31.55,17.4,8.04,6.12,D
DVN,2024-12-01,2025-03-14,31.55,17.4,8.04,6.12,D
DVN,2025-01-01,2025-03-14,31.55,17.4,8.04,6.12,D
DVN,2025-02-01,2025-03-14,31.55,17.4,8.04,6.12,D
DVN,2025-03-01,2025-03-14,31.55,17.4,8.04,6.12,D
FANG,2024-10-01,2025-03-14,37.31,19.99,9.91,7.41,D
FANG,2024-11-01,2025-03-14,37.31,19.99,9.91,7.41,D
FANG,2024-12-01,2025-03-14,37.31,19.99,9.91,7.41,D
FANG,2025-01-01,2025-03-14,37.31,19.99,9.91,7.41,D
FANG,2025-02-01,2025-03-14,37.31,19.99,9.91,7.41,D
FANG,2025-03-01,2025-03-14,37.31,19.99,9.91,7.41,D
DLR,2020-01-01,2025-03-14,14.42,3.41,5.38,5.63,B
DLR,2020-02-01,2025-03-14,14.42,3.41,5.38,5.63,B
DLR,2020-03-01,2025-03-14,14.42,3.41,5.38,5.63,B
DLR,2020-07-01,2025-03-14,14.42,3.41,5.38,5.63,B
DLR,2020-08-01,2025-03-14,14.13,3.41,5.38,5.34,B
DLR,2020-10-01,2025-03-14,14.15,3.41,5.38,5.37,B
DLR,2021-01-01,2025-03-14,14.15,3.41,5.38,5.37,B
DLR,2021-02-01,2025-03-14,14.15,3.41,5.38,5.37,B
DLR,2021-03-01,2025-03-14,14.15,3.41,5.38,5.37,B
DLR,2021-05-01,2025-03-14,14.15,3.41,5.38,5.37,B
DLR,2021-09-01,2025-03-14,13.13,3.23,3.81,6.1,B
DLR,2022-02-01,2025-03-14,13.02,3.23,3.7,6.1,B
DLR,2022-05-01,2025-03-14,13.02,3.23,3.7,6.1,B
DLR,2022-08-01,2025-03-14,13.02,3.23,3.7,6.1,B
DLR,2023-01-01,2025-03-14,12.61,2.8,2.81,7.0,B
DLR,2023-09-01,2025-03-14,12.61,2.8,2.81,7.0,B
DLR,2024-11-01,2025-03-14,12.63,4.13,2.77,5.73,B
DLR,2024-12-01,2025-03-14,12.63,4.13,2.77,5.73,B
DLR,2025-01-01,2025-03-14,12.63,4.13,2.77,5.73,B
DLR,2025-02-01,2025-03-14,12.63,4.13,2.77,5.73,B
DLR,2025-03-01,2025-03-14,12.63,4.13,2.77,5.73,B
DFS,2020-01-01,2025-03-14,20.82,0.11,10.8,9.92,C
DFS,2020-02-01,2025-03-14,20.82,0.11,10.8,9.92,C
DFS,2020-03-01,2025-03-14,20.82,0.11,10.8,9.92,C
DFS,2020-07-01,2025-03-14,23.54,0.11,13.64,9.79,C
DFS,2020-08-01,2025-03-14,23.54,0.11,13.64,9.79,C
DFS,2020-10-01,2025-03-14,23.56,0.11,13.64,9.82,C
DFS,2021-01-01,2025-03-14,23.56,0.11,13.64,9.82,C
DFS,2021-02-01,2025-03-14,23.56,0.11,13.64,9.82,C
DFS,2021-03-01,2025-03-14,23.56,0.11,13.64,9.82,C
DFS,2021-05-01,2025-03-14,23.56,0.11,13.64,9.82,C
DFS,2021-09-01,2025-03-14,20.91,0.11,10.98,9.83,C
DFS,2022-02-01,2025-03-14,20.91,0.11,10.98,9.83,C
DFS,2022-05-01,2025-03-14,21.09,0.11,11.35,9.64,C
DFS,2022-08-01,2025-03-14,22.57,0.13,11.87,10.58,C
DFS,2023-09-01,2025-03-14,22.5,0.13,11.87,10.51,C
DFS,2024-11-01,2025-03-14,22.81,0.32,12.4,10.09,C
DFS,2024-12-01,2025-03-14,22.81,0.32,12.4,10.09,C
DFS,2025-01-01,2025-03-14,22.81,0.32,12.4,10.09,C
DFS,2025-02-01,2025-03-14,22.81,0.32,12.4,10.09,C
DFS,2025-03-01,2025-03-14,22.81,0.32,12.4,10.09,C
DISCA,2020-01-01,2025-03-14,18.08,0.16,9.13,8.79,B
DISCA,2020-02-01,2025-03-14,18.08,0.16,9.13,8.79,B
DISCA,2020-03-01,2025-03-14,18.08,0.16,9.13,8.79,B
DISCA,2020-07-01,2025-03-14,18.14,0.16,9.13,8.85,B
DISCA,2020-08-01,2025-03-14,18.14,0.16,9.13,8.85,B
DISCA,2020-10-01,2025-03-14,18.16,0.16,9.13,8.87,B
DISCA,2021-01-01,2025-03-14,18.41,0.16,9.13,9.12,B
DISCA,2021-02-01,2025-03-14,18.41,0.16,9.13,9.12,B
DISCA,2021-03-01,2025-03-14,18.41,0.16,9.13,9.12,B
DISCA,2021-05-01,2025-03-14,18.41,0.16,9.13,9.12,B
DISCA,2021-09-01,2025-03-14,17.22,0.13,8.83,8.26,B
DISCA,2022-02-01,2025-03-14,17.36,0.13,8.83,8.4,B
DISH,2020-01-01,2025-03-14,20.61,2.39,9.17,9.05,C
DISH,2020-02-01,2025-03-14,20.61,2.39,9.17,9.05,C
DISH,2020-03-01,2025-03-14,21.38,2.38,9.89,9.11,C
DISH,2020-07-01,2025-03-14,21.65,2.38,9.89,9.38,C
DISH,2020-08-01,2025-03-14,21.65,2.38,9.89,9.38,C
DISH,2020-10-01,2025-03-14,21.67,2.38,9.89,9.4,C
DISH,2021-01-01,2025-03-14,21.67,2.38,9.89,9.4,C
DISH,2021-02-01,2025-03-14,21.67,2.38,9.89,9.4,C
DISH,2021-03-01,2025-03-14,22.22,1.72,11.34,9.16,C
DISH,2021-05-01,2025-03-14,22.48,1.72,11.34,9.42,C
DISH,2021-09-01,2025-03-14,22.87,1.62,11.47,9.78,C
DISH,2022-02-01,2025-03-14,22.9,1.62,11.47,9.81,C
DISH,2022-05-01,2025-03-14,21.67,1.62,10.25,9.81,C
DISH,2022-08-01,2025-03-14,21.44,1.62,10.25,9.59,C
DISH,2023-09-01,2025-03-14,21.44,1.43,9.92,10.09,C
DG,2020-01-01,2025-03-14,17.19,3.32,8.51,5.36,B
DG,2020-02-01,2025-03-14,17.19,3.32,8.51,5.36,B
DG,2020-03-01,2025-03-14,17.19,3.32,8.51,5.36,B
DG,2020-07-01,2025-03-14,17.01,3.25,8.49,5.27,B
DG,2020-08-01,2025-03-14,17.01,3.25,8.49,5.27,B
DG,2020-10-01,2025-03-14,17.04,3.25,8.49,5.29,B
DG,2021-01-01,2025-03-14,16.82,3.25,8.49,5.08,B
DG,2021-02-01,2025-03-14,16.82,3.25,8.49,5.08,B
DG,2021-03-01,2025-03-14,16.82,3.25,8.49,5.08,B
DG,2021-05-01,2025-03-14,16.88,3.25,8.48,5.15,B
DG,2021-09-01,2025-03-14,16.88,3.25,8.48,5.15,B
DG,2022-02-01,2025-03-14,17.11,3.27,8.56,5.28,B
DG,2022-05-01,2025-03-14,17.11,3.27,8.56,5.28,B
DG,2022-08-01,2025-03-14,17.11,3.27,8.56,5.28,B
DG,2023-01-01,2025-03-14,17.36,3.27,8.56,5.53,B
DG,2023-09-01,2025-03-14,17.59,3.5,8.56,5.53,B
DG,2024-11-01,2025-03-14,21.2,3.86,13.07,4.27,C
DG,2024-12-01,2025-03-14,21.2,3.86,13.07,4.27,C
DG,2025-01-01,2025-03-14,21.2,3.86,13.07,4.27,C
DG,2025-02-01,2025-03-14,21.2,3.86,13.07,4.27,C
DG,2025-03-01,2025-03-14,21.2,3.86,13.07,4.27,C
DLTR,2020-01-01,2025-03-14,19.8,3.86,9.85,6.09,B
DLTR,2020-02-01,2025-03-14,19.52,3.86,9.85,5.82,B
DLTR,2020-03-01,2025-03-14,19.52,3.86,9.85,5.82,B
DLTR,2020-07-01,2025-03-14,19.52,3.86,9.85,5.82,B
DLTR,2020-08-01,2025-03-14,19.52,3.86,9.85,5.82,B
DLTR,2020-10-01,2025-03-14,19.54,3.86,9.85,5.84,B
DLTR,2021-01-01,2025-03-14,17.71,3.4,8.54,5.78,B
DLTR,2021-02-01,2025-03-14,17.85,3.4,8.54,5.91,B
DLTR,2021-03-01,2025-03-14,17.85,3.4,8.54,5.91,B
DLTR,2021-05-01,2025-03-14,17.85,3.4,8.54,5.91,B
DLTR,2021-09-01,2025-03-14,17.56,3.4,8.55,5.61,B
DLTR,2022-02-01,2025-03-14,15.08,3.4,7.41,4.27,B
DLTR,2022-05-01,2025-03-14,15.08,3.4,7.41,4.27,B
DLTR,2022-08-01,2025-03-14,15.08,3.4,7.41,4.27,B
DLTR,2023-01-01,2025-03-14,14.87,3.4,7.41,4.06,B
DLTR,2023-09-01,2025-03-14,20.08,3.29,12.78,4.02,C
DLTR,2024-10-01,2025-03-14,18.8,3.23,13.01,2.55,B
DLTR,2024-11-01,2025-03-14,18.8,3.23,13.01,2.55,B
DLTR,2024-12-01,2025-03-14,18.8,3.23,13.01,2.55,B
DLTR,2025-01-01,2025-03-14,18.8,3.23,13.01,2.55,B
DLTR,2025-02-01,2025-03-14,18.8,3.23,13.01,2.55,B
DLTR,2025-03-01,2025-03-14,17.46,3.68,11.81,1.97,B
D,2020-01-01,2025-03-14,34.63,17.67,10.76,6.2,D
D,2020-02-01,2025-03-14,32.4,15.65,10.55,6.2,D
D,2020-03-01,2025-03-14,32.21,15.46,10.55,6.2,D
D,2020-07-01,2025-03-14,32.25,15.46,10.55,6.23,D
D,2020-08-01,2025-03-14,33.21,16.42,10.55,6.23,D
D,2020-10-01,2025-03-14,33.23,16.42,10.55,6.25,D
D,2021-01-01,2025-03-14,32.81,16.43,10.13,6.25,D
D,2021-02-01,2025-03-14,29.13,13.97,8.96,6.2,C
D,2021-03-01,2025-03-14,29.13,13.97,8.96,6.2,C
D,2021-05-01,2025-03-14,28.17,13.01,8.96,6.2,C
D,2021-09-01,2025-03-14,28.24,13.01,8.96,6.27,C
D,2022-02-01,2025-03-14,28.24,13.01,8.96,6.27,C
D,2022-05-01,2025-03-14,25.69,11.09,8.55,6.06,C
D,2022-08-01,2025-03-14,25.38,11.11,8.55,5.73,C
D,2023-09-01,2025-03-14,26.4,11.94,8.84,5.62,C
D,2024-11-01,2025-03-14,28.58,14.97,8.33,5.28,C
D,2024-12-01,2025-03-14,28.58,14.97,8.33,5.28,C
D,2025-01-01,2025-03-14,28.58,14.97,8.33,5.28,C
D,2025-02-01,2025-03-14,28.58,14.97,8.33,5.28,C
D,2025-03-01,2025-03-14,28.58,14.97,8.33,5.28,C
DOV,2020-01-01,2025-03-14,32.92,9.44,15.51,7.98,D
DOV,2020-02-01,2025-03-14,32.92,9.44,15.51,7.98,D
DOV,2020-03-01,2025-03-14,32.92,9.44,15.51,7.98,D
DOV,2020-07-01,2025-03-14,33.05,9.57,15.51,7.98,D
DOV,2020-08-01,2025-03-14,32.59,9.57,15.51,7.52,D
DOV,2020-10-01,2025-03-14,28.37,7.79,14.14,6.44,C
DOV,2021-01-01,2025-03-14,28.35,7.79,14.14,6.41,C
DOV,2021-02-01,2025-03-14,28.35,7.79,14.14,6.41,C
DOV,2021-03-01,2025-03-14,28.35,7.79,14.14,6.41,C
DOV,2021-05-01,2025-03-14,28.35,7.79,14.14,6.41,C
DOV,2021-09-01,2025-03-14,28.37,7.79,14.14,6.44,C
DOV,2022-02-01,2025-03-14,25.09,7.12,12.38,5.59,C
DOV,2022-05-01,2025-03-14,25.09,7.12,12.38,5.59,C
DOV,2022-08-01,2025-03-14,25.09,7.12,12.38,5.59,C
DOV,2023-01-01,2025-03-14,25.27,7.12,12.38,5.77,C
DOV,2023-09-01,2025-03-14,25.88,7.98,12.48,5.42,C
DOV,2024-11-01,2025-03-14,24.45,7.47,12.55,4.43,C
DOV,2024-12-01,2025-03-14,24.45,7.47,12.55,4.43,C
DOV,2025-01-01,2025-03-14,24.45,7.47,12.55,4.43,C
DOV,2025-02-01,2025-03-14,24.45,7.47,12.55,4.43,C
DOV,2025-03-01,2025-03-14,25.27,11.9,9.74,3.63,C
DOW,2024-11-01,2025-03-14,19.62,11.92,3.37,4.33,B
DOW,2024-12-01,2025-03-14,19.62,11.92,3.37,4.33,B
DOW,2025-01-01,2025-03-14,19.62,11.92,3.37,4.33,B
DOW,2025-02-01,2025-03-14,19.98,12.21,3.44,4.33,B
DOW,2025-03-01,2025-03-14,19.98,12.21,3.44,4.33,B
DTE,2020-01-01,2025-03-14,30.77,14.16,10.22,6.39,D
DTE,2020-02-01,2025-03-14,30.77,14.16,10.22,6.39,D
DTE,2020-03-01,2025-03-14,30.77,14.16,10.22,6.39,D
DTE,2020-07-01,2025-03-14,30.89,14.23,10.22,6.43,D
DTE,2020-08-01,2025-03-14,31.14,15.54,9.4,6.2,D
DTE,2020-10-01,2025-03-14,31.14,15.54,9.4,6.2,D
DTE,2021-01-01,2025-03-14,31.14,15.54,9.4,6.2,D
DTE,2021-02-01,2025-03-14,31.14,15.54,9.4,6.2,D
DTE,2021-03-01,2025-03-14,31.14,15.54,9.4,6.2,D
DTE,2021-05-01,2025-03-14,31.51,15.93,9.38,6.2,D
DTE,2021-09-01,2025-03-14,25.37,13.41,6.93,5.03,C
DTE,2022-02-01,2025-03-14,25.56,13.41,7.12,5.03,C
DTE,2022-05-01,2025-03-14,25.56,13.41,7.12,5.03,C
DTE,2022-08-01,2025-03-14,25.41,13.42,6.96,5.03,C
DTE,2023-01-01,2025-03-14,30.09,15.28,10.04,4.77,D
DTE,2023-09-01,2025-03-14,29.8,15.03,10.04,4.73,C
DTE,2024-11-01,2025-03-14,31.28,13.86,11.84,5.58,D
DTE,2024-12-01,2025-03-14,31.28,13.86,11.84,5.58,D
DTE,2025-01-01,2025-03-14,31.28,13.86,11.84,5.58,D
DTE,2025-02-01,2025-03-14,31.28,13.86,11.84,5.58,D
DTE,2025-03-01,2025-03-14,31.28,13.86,11.84,5.58,D
DUK,2020-01-01,2025-03-14,33.99,16.23,10.56,7.19,D
